flightnumber,status,departure_airport_icao,departure_airport_iata,departure_airport_name,arrival_scheduledTimeLocal,arrival_actualTimeLocal,arrival_scheduledTimeUtc,arrival_actualTimeUtc,arrival_terminal,aircraft_model,airline_name,arrival_airport_icao
UA 9079,Expected,LIPZ,VCE,Venice,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),United,EDDF
UA 9119,Expected,EYVI,VNO,Vilnius,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A321 (Sharklets),United,EDDF
UA 9137,Expected,ELLX,LUX,Luxembourg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Embraer 190,United,EDDF
UA 9151,Expected,OJAI,AMM,Amman,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Airbus A320 (Sharklets),United,EDDF
UA 9199,Expected,KPHL,PHL,Philadelphia,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A330-300,United,EDDF
UA 9265,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321 (Sharklets),United,EDDF
UA 9269,Expected,LBSF,SOF,Sofia,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320,United,EDDF
UA 9286,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),United,EDDF
UA 9335,Expected,EDDV,HAJ,Hanover,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A319,United,EDDF
UA 9341,Expected,EETN,TLL,Tallinn,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),United,EDDF
UA 9397,Expected,EDDC,DRS,Dresden,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A320 NEO,United,EDDF
UA 9460,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),United,EDDF
UA 9468,Expected,EPWR,WRO,Wrocław,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Canadair CRJ 900NG,United,EDDF
UA 9521,Expected,EDNY,FDH,Friedrichshafen,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Canadair CRJ 900,United,EDDF
UA 9535,Expected,EKBI,BLL,Billund,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321 (Sharklets),United,EDDF
UA 9541,Expected,LOWG,GRZ,Graz,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A319,United,EDDF
UA 9691,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Embraer 195,United,EDDF
UA 9693,Expected,LIRQ,FLR,Firenze,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Embraer 195,United,EDDF
OS 7227,Expected,LOWG,GRZ,Graz,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A319,Austrian,EDDF
OS 7324,Expected,KMIA,MIA,Miami,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Boeing 747,Austrian,EDDF
OS 7422,Expected,EETN,TLL,Tallinn,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),Austrian,EDDF
OS 7430,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Austrian,EDDF
SQ 2013,Expected,EETN,TLL,Tallinn,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),Singapore,EDDF
UA 8726,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,United,EDDF
UA 8739,Expected,OBBI,BAH,Manama,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Airbus A330,United,EDDF
UA 8837,Expected,KORD,ORD,Chicago,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Boeing 747-8,United,EDDF
UA 8838,Expected,KEWR,EWR,Newark,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Boeing 747,United,EDDF
UA 8848,Expected,KMIA,MIA,Miami,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Boeing 747,United,EDDF
UA 8919,Expected,UBBB,GYD,Baku,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Airbus A321,United,EDDF
UA 8920,Expected,EDDH,HAM,Hamburg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A320 NEO,United,EDDF
A3 1413,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,Aegean,EDDF
A3 1439,Expected,LFPG,CDG,Paris,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A321,Aegean,EDDF
AC 9053,Expected,LIRN,NAP,Nápoli,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9092,Expected,EFHK,HEL,Helsinki,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9155,Expected,LIRF,FCO,Rome,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9167,Expected,LYBE,BEG,Belgrade,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9179,Expected,LEMD,MAD,Madrid,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320 NEO,Air Canada,EDDF
AC 9188,Expected,EPGD,GDN,Gdańsk,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Embraer 190,Air Canada,EDDF
AC 9239,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9274,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,Air Canada,EDDF
AC 9276,Expected,ENGM,OSL,Oslo,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9278,Expected,EDDM,MUC,Munich,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9355,Expected,VABB,BOM,Mumbai,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 747,Air Canada,EDDF
AC 9380,Expected,LEBB,BIO,Bilbao,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A320 NEO,Air Canada,EDDF
AC 9397,Expected,LFMN,NCE,Nice,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9409,Expected,EPWA,WAW,Warsaw,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9420,Expected,EDDH,HAM,Hamburg,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9436,Expected,EDDB,BER,Berlin,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9450,Expected,KIAD,IAD,District of Columbia,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 747-200,Air Canada,EDDF
AC 9466,Expected,KIAH,IAH,Houston,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Boeing 747-8,Air Canada,EDDF
AC 9476,Expected,LTFM,IST,Istanbul,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9496,Expected,LIML,LIN,Milan,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A321 (Sharklets),Air Canada,EDDF
AC 9531,Expected,HECA,CAI,Cairo,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A321 NEO,Air Canada,EDDF
AC 9551,Expected,LOWS,SZG,Salzburg,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9571,Expected,LSZH,ZRH,Zurich,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9583,Expected,VOMM,MAA,Chennai,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A340,Air Canada,EDDF
A3 1485,Expected,ENGM,OSL,Oslo,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 (Sharklets),Aegean,EDDF
A3 1499,Expected,EPWA,WAW,Warsaw,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 (Sharklets),Aegean,EDDF
AC 6845,Expected,LSGG,GVA,Geneva,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,BCS3,Air Canada,EDDF
AC 9021,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A321 NEO,Air Canada,EDDF
AC 9635,Expected,LFML,MRS,Marseille,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9636,Expected,EDDB,BER,Berlin,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A320 NEO,Air Canada,EDDF
EN 279,Expected,LIML,LIN,Milan,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A321 (Sharklets),Air Dolomiti,EDDF
EY 3771,Expected,EPGD,GDN,Gdańsk,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Embraer 190,Etihad Airways,EDDF
LG 1402,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,Luxair,EDDF
LG 1490,Expected,EPWA,WAW,Warsaw,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 (Sharklets),Luxair,EDDF
LH 5761,Expected,LSGG,GVA,Geneva,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,BCS3,Lufthansa,EDDF
LH 6527,Expected,CYVR,YVR,Vancouver,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Boeing 777-300ER,Lufthansa,EDDF
LH 6795,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Lufthansa,EDDF
LX 4058,Expected,LSZH,ZRH,Zurich,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,1,Airbus A319,SWISS,EDDF
MS 9009,Expected,HECA,CAI,Cairo,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A321 NEO,EgyptAir,EDDF
MS 9612,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,EgyptAir,EDDF
NH 5417,Expected,LFMN,NCE,Nice,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 5455,Expected,EIDW,DUB,Dublin,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 NEO,ANA,EDDF
NH 5458,Expected,LEBB,BIO,Bilbao,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A320 NEO,ANA,EDDF
NH 5460,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A321 NEO,ANA,EDDF
NH 5466,Expected,LHBP,BUD,Budapest,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,ANA,EDDF
NH 5876,Expected,LIRN,NAP,Nápoli,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A320 NEO,ANA,EDDF
NH 5882,Expected,LTFM,IST,Istanbul,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,ANA,EDDF
NH 5888,Expected,EPWA,WAW,Warsaw,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 6049,Expected,LFML,MRS,Marseille,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A319,ANA,EDDF
NH 6152,Expected,LIRF,FCO,Rome,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A321 NEO,ANA,EDDF
NH 6160,Expected,EFHK,HEL,Helsinki,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 6186,Expected,ENGM,OSL,Oslo,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 NEO,ANA,EDDF
NH 6190,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,ANA,EDDF
OS 7470,Expected,EIDW,DUB,Dublin,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320,Austrian,EDDF
OS 8206,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Austrian,EDDF
OU 5396,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A319,Croatia,EDDF
OU 5443,Expected,EDDH,HAM,Hamburg,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A321,Croatia,EDDF
OU 5463,Expected,EDDB,BER,Berlin,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A319,Croatia,EDDF
OU 5939,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Croatia,EDDF
OU 5944,Expected,CYVR,YVR,Vancouver,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Boeing 777-300ER,Croatia,EDDF
SK 3125,Expected,LYBE,BEG,Belgrade,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (Sharklets),SAS,EDDF
SK 3221,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A319,SAS,EDDF
SK 3285,Expected,LEBB,BIO,Bilbao,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A320 NEO,SAS,EDDF
SK 3349,Expected,LIRN,NAP,Nápoli,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A320 (Sharklets),SAS,EDDF
SK 3393,Expected,VOMM,MAA,Chennai,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A340,SAS,EDDF
SK 3579,Expected,LFML,MRS,Marseille,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A319,SAS,EDDF
SK 3611,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,SAS,EDDF
SK 3645,Expected,ENGM,OSL,Oslo,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 (Sharklets),SAS,EDDF
NH 6244,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A319,ANA,EDDF
NH 6763,Expected,LSGG,GVA,Geneva,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,BCS3,ANA,EDDF
NZ 4219,Expected,KIAH,IAH,Houston,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Boeing 747-8,Air New Zealand,EDDF
LO 5379,Expected,EPWA,WAW,Warsaw,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 (Sharklets),LOT - Polish,EDDF
LO 5401,Expected,EPGD,GDN,Gdańsk,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Embraer 190,LOT - Polish,EDDF
OS 7255,Expected,LOWS,SZG,Salzburg,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A319,Austrian,EDDF
OS 7310,Expected,LEBB,BIO,Bilbao,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A320 NEO,Austrian,EDDF
SN 7170,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A321 NEO,Brussels,EDDF
SN 7186,Expected,LIRN,NAP,Nápoli,2022-06-15 08:45:00+02:00,2022-06-15 08:45:00+02:00,2022-06-15 06:45:00+00:00,2022-06-15 06:45:00+00:00,1,Airbus A320 (Sharklets),Brussels,EDDF
SN 9681,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Brussels,EDDF
SQ 1016,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Singapore,EDDF
SQ 2077,Expected,LFML,MRS,Marseille,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A319,Singapore,EDDF
SQ 2079,Expected,EFHK,HEL,Helsinki,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (Sharklets),Singapore,EDDF
SQ 2099,Expected,LFMN,NCE,Nice,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Airbus A320 (Sharklets),Singapore,EDDF
SQ 2107,Expected,ESSA,ARN,Stockholm,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A320 NEO,Singapore,EDDF
SQ 2135,Expected,ENGM,OSL,Oslo,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320 (Sharklets),Singapore,EDDF
SQ 2171,Expected,EIDW,DUB,Dublin,2022-06-15 08:50:00+02:00,2022-06-15 08:50:00+02:00,2022-06-15 06:50:00+00:00,2022-06-15 06:50:00+00:00,1,Airbus A320,Singapore,EDDF
SQ 2207,Expected,EDDB,BER,Berlin,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,1,Airbus A319,Singapore,EDDF
SQ 2213,Expected,LJLJ,LJU,Ljubljana,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Canadair CRJ 900NG,Singapore,EDDF
SQ 2950,Expected,LSGG,GVA,Geneva,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,BCS3,Singapore,EDDF
TG 5823,Expected,CYUL,YUL,Montréal,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 787-9,Thai Airways International,EDDF
